,true_index,store_id,year,month,day,weekday,is_weekend,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,school_holiday,promotion,customers_per_day,open,predicted_sales
78,388016,98,2013,6,2,7,1,1,0,0,0,0,0,0,0,0.0
79,268257,1026,2014,1,28,2,0,1,0,0,0,0,0,1044,1,7452.7305
80,216326,990,2013,10,4,5,1,1,0,0,0,0,0,719,1,6359.1904
81,40755,8,2015,1,10,6,1,1,0,0,0,0,0,345,1,3082.6392
82,8654,611,2013,7,31,3,0,1,0,0,0,1,1,566,1,6451.483
83,37301,257,2013,8,13,2,0,1,0,0,0,0,1,777,1,7117.203
84,485623,840,2015,4,16,4,0,1,0,0,0,0,1,1189,1,13556.596
85,214073,848,2015,7,31,5,1,1,0,0,0,1,1,998,1,10610.485
86,406145,124,2014,7,12,6,1,1,0,0,0,0,0,297,1,2539.6406
87,397642,1028,2013,12,31,2,0,1,0,0,0,1,0,438,1,3416.2146
88,273960,95,2013,9,24,2,0,1,0,0,0,0,1,1099,1,9855.859
89,12104,208,2013,10,28,1,0,1,0,0,0,0,0,323,1,2257.5996
90,361202,249,2014,7,8,2,0,1,0,0,0,0,0,449,1,4400.5625
91,79347,887,2013,3,20,3,0,1,0,0,0,0,1,614,1,6360.5483
92,462803,73,2014,4,28,1,0,1,0,0,0,1,1,601,1,5722.989
93,141713,13,2015,4,2,4,0,1,0,0,0,1,1,501,1,6095.6665
94,703618,1049,2013,9,3,2,0,1,0,0,0,1,0,580,1,4912.1274
95,308360,144,2015,2,5,4,0,1,0,0,0,0,1,769,1,8070.2007
96,317995,847,2013,8,14,3,0,1,0,0,0,1,1,1018,1,8949.477
97,364408,796,2013,5,8,3,0,1,0,0,0,0,0,717,1,7031.9873
98,27886,396,2015,6,11,4,0,1,0,0,0,0,0,1139,1,8083.6978
99,706814,1080,2013,9,15,7,1,1,0,0,0,0,0,0,0,0.0
100,514516,675,2014,9,26,5,1,1,0,0,0,0,0,338,1,3082.4197
101,577373,1099,2014,12,1,1,0,1,0,0,0,0,1,1236,1,12836.32
102,190561,791,2015,5,11,1,0,1,0,0,0,0,0,858,1,7582.3955
103,92512,1014,2015,3,24,2,0,1,0,0,0,0,0,1476,1,12436.42
104,565163,487,2014,11,4,2,0,1,0,0,0,0,1,737,1,8089.1743
105,500246,427,2013,2,13,3,0,1,0,0,0,1,0,701,1,6804.278
106,223708,254,2014,11,14,5,1,1,0,0,0,0,1,282,1,3277.7192
107,555732,43,2014,1,31,5,1,1,0,0,0,0,0,710,1,6256.7593
108,654150,1074,2015,6,9,2,0,1,0,0,0,0,0,421,1,4233.0933
109,558350,549,2013,6,29,6,1,1,0,0,0,0,0,380,1,4068.4763
110,52167,1095,2013,1,8,2,0,1,0,0,0,0,1,720,1,5843.3105
111,296981,295,2013,10,28,1,0,1,0,0,0,1,0,612,1,5307.384
112,332143,319,2013,10,14,1,0,1,0,0,0,1,0,863,1,7527.0835
113,426553,1002,2014,4,10,4,0,1,0,0,0,0,0,642,1,5119.7886
114,481847,448,2014,12,6,6,1,1,0,0,0,0,0,544,1,5323.5464
115,100496,527,2013,9,3,2,0,1,0,0,0,1,0,1046,1,9480.864
116,706377,255,2013,4,12,5,1,1,0,0,0,0,1,652,1,5956.013
117,599169,581,2014,7,4,5,1,1,0,0,0,0,1,651,1,5764.164
118,55294,185,2013,1,5,6,1,1,0,0,0,0,0,550,1,5617.731
119,218737,244,2014,11,22,6,1,1,0,0,0,0,0,538,1,4797.4854
120,266706,1082,2013,1,5,6,1,1,0,0,0,0,0,877,1,8391.155
121,441953,216,2015,3,20,5,1,1,0,0,0,0,1,837,1,6515.9937
122,127184,350,2015,3,5,4,0,1,0,0,0,0,1,508,1,6524.448
123,312223,748,2014,3,31,1,0,1,0,0,0,0,1,822,1,10159.847
124,583377,718,2014,12,8,1,0,1,0,0,0,0,0,962,1,8430.417
125,523743,739,2014,2,21,5,1,1,0,0,0,0,1,789,1,8670.477
126,476775,614,2014,12,21,7,1,1,0,0,0,0,0,0,0,0.0
127,620142,673,2014,2,18,2,0,1,0,0,0,0,1,615,1,7275.12
128,460092,83,2013,6,10,1,0,1,0,0,0,0,0,367,1,3797.3528
129,169260,976,2013,9,18,3,0,1,0,0,0,0,0,598,1,4744.519
130,177084,637,2013,4,6,6,1,1,0,0,0,0,0,518,1,5332.76
131,645354,122,2014,1,7,2,0,1,0,0,0,0,1,714,1,7338.0293
132,645737,898,2014,11,24,1,0,1,0,0,0,0,1,1013,1,11065.783
133,272578,1080,2014,6,26,4,0,1,0,0,0,0,0,710,1,6776.397
134,600374,291,2015,3,30,1,0,1,0,0,0,0,1,1290,1,15114.663
135,566038,24,2013,1,3,4,0,1,0,0,0,1,0,711,1,6905.1313
136,381862,1096,2013,8,18,7,1,1,0,0,0,0,0,0,0,0.0
137,535335,637,2014,5,30,5,1,1,0,0,0,0,0,860,1,11969.89
138,499411,1002,2015,6,2,2,0,1,0,0,0,0,1,850,1,8126.639
139,625219,666,2014,3,10,1,0,1,0,0,0,0,0,497,1,4079.2097
140,61823,1089,2013,11,24,7,1,1,0,0,0,0,0,0,0,0.0
141,653471,334,2013,8,31,6,1,1,0,0,0,0,0,515,1,4632.5522
142,441789,300,2014,8,30,6,1,1,0,0,0,1,0,951,1,8423.795
143,155435,207,2014,9,22,1,0,1,0,0,0,0,0,1166,1,8448.945
144,226567,683,2015,5,27,3,0,1,0,0,0,0,0,854,1,7353.5225
145,107330,1094,2013,5,14,2,0,1,0,0,0,0,1,394,1,4817.993
146,149417,700,2015,7,9,4,0,1,0,0,0,0,0,576,1,4593.1216
147,191690,959,2014,8,26,2,0,1,0,0,0,0,0,744,1,5535.698
148,146544,766,2014,6,22,7,1,1,0,0,0,0,0,0,0,0.0
149,383603,1011,2013,6,8,6,1,1,0,0,0,0,0,977,1,7373.9834
150,452941,570,2013,12,13,5,1,1,0,0,0,0,0,676,1,5034.6367
151,629103,685,2013,9,10,2,0,1,0,0,0,0,1,689,1,8089.1455
152,30258,158,2014,4,16,3,0,1,0,0,0,1,1,681,1,8626.593
153,219501,66,2015,5,29,5,1,1,0,0,0,1,0,522,1,5665.541
154,528607,76,2013,7,30,2,0,1,0,0,0,0,1,1080,1,11816.644
155,397525,572,2013,10,16,3,0,1,0,0,0,0,0,458,1,4841.2627
156,314281,184,2014,10,11,6,1,1,0,0,0,0,0,510,1,5364.6113
157,489418,1034,2013,12,6,5,1,1,0,0,0,0,1,775,1,7038.016
158,182776,559,2013,8,11,7,1,1,0,0,0,0,0,0,0,0.0
159,335928,862,2014,12,23,2,0,1,0,0,0,1,0,1561,1,14093.859
160,198358,171,2014,11,11,2,0,1,0,0,0,0,1,962,1,9876.077
161,400219,33,2014,12,7,7,1,1,0,0,0,0,0,0,0,0.0
162,427476,936,2014,11,27,4,0,1,0,0,0,0,1,963,1,8460.903
163,31892,948,2014,2,18,2,0,1,0,0,0,0,1,1682,1,7651.9214
164,109374,371,2013,5,4,6,1,1,0,0,0,0,0,551,1,6097.4766
165,385320,242,2014,5,5,1,0,1,0,0,0,0,1,378,1,4807.445
166,517169,133,2014,1,17,5,1,1,0,0,0,0,0,622,1,5541.3916
167,369733,1031,2014,12,15,1,0,1,0,0,0,0,1,681,1,9180.488
168,71343,850,2013,2,7,4,0,1,0,0,0,0,1,710,1,6250.1284
169,42363,860,2015,6,5,5,1,1,0,0,0,0,1,833,1,7833.756
170,612665,836,2013,7,6,6,1,1,0,0,0,0,0,301,1,2494.1484
171,428563,965,2013,11,30,6,1,1,0,0,0,0,0,908,1,9056.117
172,610249,1096,2015,1,26,1,0,1,0,0,0,0,1,763,1,6965.854
173,669222,504,2014,9,3,3,0,1,0,0,0,1,1,836,1,6635.7524
174,484348,230,2013,12,30,1,0,1,0,0,0,1,0,1327,1,11871.525
175,194089,826,2013,12,2,1,0,1,0,0,0,0,1,1170,1,12206.858
176,328888,975,2013,7,30,2,0,1,0,0,0,1,1,767,1,7763.235
177,485880,602,2014,10,28,2,0,1,0,0,0,1,0,547,1,5641.051
178,699868,953,2014,9,19,5,1,1,0,0,0,0,1,553,1,5819.7686
179,265929,187,2013,11,2,6,1,1,0,0,0,0,0,491,1,5374.7144
180,154648,792,2013,10,18,5,1,1,0,0,0,0,0,599,1,5325.1533
181,376328,1035,2014,11,27,4,0,1,0,0,0,0,1,744,1,7322.7944
182,530275,523,2015,7,29,3,0,1,0,0,0,1,1,1515,1,13536.106
183,441109,723,2013,4,4,4,0,1,0,0,0,1,0,461,1,5134.2437
184,26050,1025,2013,5,26,7,1,1,0,0,0,0,0,0,0,0.0
185,247671,18,2015,1,4,7,1,1,0,0,0,0,0,0,0,0.0
186,615467,997,2014,9,3,3,0,1,0,0,0,1,1,378,1,5221.462
187,267972,400,2013,10,5,6,1,1,0,0,0,0,0,805,1,5744.7075
188,22318,1047,2013,7,9,2,0,1,0,0,0,0,0,491,1,5029.18
189,430083,819,2013,9,2,1,0,1,0,0,0,0,0,472,1,4862.0913
190,510014,668,2014,6,2,1,0,1,0,0,0,0,1,1562,1,13792.603
191,343803,585,2015,1,22,4,0,1,0,0,0,0,0,666,1,5940.0474
192,85161,99,2014,3,10,1,0,1,0,0,0,0,0,404,1,3841.9119
193,505852,965,2014,11,22,6,1,1,0,0,0,0,0,847,1,7378.144
194,266131,590,2013,2,21,4,0,1,0,0,0,0,1,376,1,4421.2134
195,397091,709,2015,6,2,2,0,1,0,0,0,0,1,1682,1,14384.785
196,112013,58,2013,10,20,7,1,1,0,0,0,0,0,0,0,0.0
197,492019,409,2014,2,9,7,1,1,0,0,0,0,0,0,0,0.0
198,73240,850,2015,4,4,6,1,1,0,0,0,0,0,826,1,8312.148
199,203948,1058,2013,3,6,3,0,1,0,0,0,0,1,737,1,7547.696
200,603210,1067,2014,4,13,7,1,1,0,0,0,0,0,0,0,0.0
201,82813,777,2014,4,21,1,0,0,0,1,0,1,0,0,0,0.0
202,634511,155,2014,5,21,3,0,1,0,0,0,0,1,632,1,7044.2812
203,28171,598,2015,6,29,1,0,1,0,0,0,0,1,871,1,9429.64
204,198571,493,2014,7,1,2,0,1,0,0,0,0,1,902,1,10037.106
205,70073,628,2014,8,3,7,1,1,0,0,0,1,0,0,0,0.0
206,551321,524,2013,12,30,1,0,1,0,0,0,1,0,1193,1,11108.234
207,509286,966,2013,4,4,4,0,1,0,0,0,1,0,585,1,4386.1606
208,24413,1022,2013,12,27,5,1,1,0,0,0,1,0,791,1,7046.3184
209,367168,380,2014,3,5,3,0,1,0,0,0,0,1,1720,1,17941.484
210,103724,132,2015,1,14,3,0,1,0,0,0,0,1,579,1,6208.43
211,704886,400,2015,6,26,5,1,1,0,0,0,0,0,999,1,7984.513
212,568270,988,2013,8,29,4,0,1,0,0,0,0,1,790,1,7306.0825
213,627934,906,2013,3,19,2,0,1,0,0,0,0,1,1476,1,13308.725
214,520091,1028,2013,11,5,2,0,1,0,0,0,0,1,689,1,6342.5854
215,505933,1100,2013,3,23,6,1,1,0,0,0,0,0,484,1,3559.9453
216,67603,759,2013,1,14,1,0,1,0,0,0,0,0,607,1,4910.848
217,96570,223,2014,10,27,1,0,1,0,0,0,0,0,716,1,5521.4194
218,696883,936,2015,3,15,7,1,1,0,0,0,0,0,0,0,0.0
219,216455,780,2015,7,11,6,1,1,0,0,0,0,0,341,1,2913.543
220,472114,259,2014,11,28,5,1,1,0,0,0,0,1,2677,1,18942.111
221,437836,131,2013,11,9,6,1,1,0,0,0,0,0,582,1,5780.427
222,467331,251,2015,1,28,3,0,1,0,0,0,0,1,2241,1,18084.262
223,423483,1079,2015,1,17,6,1,1,0,0,0,0,0,517,1,5190.529
224,533535,1003,2014,3,5,3,0,1,0,0,0,0,1,1029,1,8148.098
225,82465,980,2013,9,5,4,0,1,0,0,0,0,0,450,1,5083.043
226,245480,654,2015,1,27,2,0,1,0,0,0,0,1,766,1,7940.462
227,155723,966,2013,7,25,4,0,1,0,0,0,1,0,517,1,3950.058
228,167485,1020,2014,9,22,1,0,1,0,0,0,0,0,929,1,7696.6094
229,574217,969,2014,3,19,3,0,1,0,0,0,0,1,610,1,3892.0889
230,307718,1038,2015,4,7,2,0,1,0,0,0,1,0,490,1,4924.974
231,250666,516,2014,7,9,3,0,1,0,0,0,1,0,453,1,4408.5913
232,233447,733,2013,1,14,1,0,1,0,0,0,0,0,3171,1,14073.728
233,9408,595,2014,5,31,6,1,1,0,0,0,0,0,1881,1,14832.824
234,532318,260,2014,7,16,3,0,1,0,0,0,1,1,962,1,9509.736
235,213221,768,2013,2,2,6,1,1,0,0,0,0,0,1251,1,11468.861
236,149118,940,2013,1,14,1,0,1,0,0,0,0,0,627,1,5711.575
237,643815,364,2013,6,27,4,0,1,0,0,0,0,0,563,1,4831.978
238,205464,506,2015,7,22,3,0,1,0,0,0,1,0,763,1,6735.8745
239,172737,671,2013,5,29,3,0,1,0,0,0,1,1,507,1,5881.3315
240,358803,300,2015,1,24,6,1,1,0,0,0,0,0,862,1,7058.1113
241,432064,84,2014,6,17,2,0,1,0,0,0,0,1,1563,1,15922.256
242,243176,219,2015,5,7,4,0,1,0,0,0,0,1,455,1,3816.6697
243,165487,934,2013,3,22,5,1,1,0,0,0,0,1,764,1,7209.989
244,206630,125,2015,4,1,3,0,1,0,0,0,1,1,1906,1,16698.992
245,380228,176,2013,12,4,3,0,1,0,0,0,0,1,757,1,7489.638
246,278339,223,2013,11,26,2,0,1,0,0,0,0,0,675,1,5644.945
247,125602,326,2014,7,14,1,0,1,0,0,0,0,1,429,1,5549.289
248,707930,339,2013,8,27,2,0,1,0,0,0,0,1,745,1,7228.4756
249,647013,872,2015,4,8,3,0,1,0,0,0,1,0,659,1,6173.7793
250,404917,579,2014,11,23,7,1,1,0,0,0,0,0,0,0,0.0
251,607690,974,2014,2,28,5,1,1,0,0,0,0,0,1599,1,11645.232
252,63394,979,2015,4,12,7,1,1,0,0,0,0,0,0,0,0.0
253,334403,880,2014,6,4,3,0,1,0,0,0,0,1,806,1,7068.5376
254,440195,910,2013,3,31,7,1,1,0,0,0,0,0,0,0,0.0
255,87636,1084,2015,7,4,6,1,1,0,0,0,0,0,614,1,5534.2305
256,189540,92,2015,6,12,5,1,1,0,0,0,0,0,453,1,4584.86
257,18218,14,2015,6,20,6,1,1,0,0,0,0,0,402,1,3345.4033
258,396021,587,2013,12,30,1,0,1,0,0,0,1,0,960,1,8520.1455
259,442052,230,2013,10,24,4,0,1,0,0,0,0,1,856,1,7595.0596
260,397202,689,2014,3,15,6,1,1,0,0,0,0,0,589,1,5660.279
261,251121,599,2013,5,13,1,0,1,0,0,0,0,1,1096,1,10977.605
262,463013,596,2013,12,22,7,1,1,0,0,0,0,0,0,0,0.0
263,655331,576,2013,3,11,1,0,1,0,0,0,0,0,749,1,5561.062
264,327407,141,2014,6,26,4,0,1,0,0,0,0,0,493,1,4415.2407
265,355157,751,2014,4,21,1,0,0,0,1,0,1,0,0,0,0.0
266,654124,877,2013,3,1,5,1,1,0,0,0,0,0,925,1,8326.401
267,602473,375,2013,4,23,2,0,1,0,0,0,0,1,948,1,8438.138
268,414480,230,2014,12,8,1,0,1,0,0,0,0,0,988,1,7949.952
269,574764,545,2014,1,22,3,0,1,0,0,0,0,1,1087,1,11731.729
270,136740,1022,2013,3,4,1,0,1,0,0,0,0,1,1093,1,10895.155
271,240843,597,2014,8,20,3,0,1,0,0,0,1,1,756,1,6889.027
272,130323,559,2014,6,8,7,1,1,0,0,0,0,0,0,0,0.0
273,688030,1024,2015,7,18,6,1,1,0,0,0,0,0,825,1,7260.1035
274,43133,36,2015,3,17,2,0,1,0,0,0,0,1,1205,1,10174.714
275,172856,702,2013,5,28,2,0,1,0,0,0,1,1,351,1,4113.8677
276,446048,623,2013,2,10,7,1,1,0,0,0,0,0,0,0,0.0
277,36534,105,2013,10,17,4,0,1,0,0,0,0,0,483,1,4024.6614
278,612801,902,2013,11,19,2,0,1,0,0,0,0,1,648,1,6466.818
279,256750,11,2015,4,11,6,1,1,0,0,0,0,0,786,1,6281.173
280,623446,1039,2013,6,28,5,1,1,0,0,0,0,0,629,1,6041.429
281,63314,102,2015,2,16,1,0,1,0,0,0,0,1,1174,1,9876.873
282,238452,543,2013,10,18,5,1,1,0,0,0,1,0,175,1,1523.0441
283,43919,827,2014,1,2,4,0,1,0,0,0,1,0,1910,1,14412.399
284,258378,110,2014,10,8,3,0,1,0,0,0,0,1,647,1,6089.2466
285,59774,945,2015,1,5,1,0,1,0,0,0,1,1,698,1,8415.589
286,31637,582,2014,3,12,3,0,1,0,0,0,0,0,749,1,5322.456
287,673741,554,2014,1,16,4,0,1,0,0,0,0,0,428,1,3613.4175
288,659942,486,2014,7,8,2,0,1,0,0,0,1,0,384,1,3716.258
289,349639,637,2014,2,15,6,1,1,0,0,0,0,0,520,1,5608.516
290,394865,806,2014,1,31,5,1,1,0,0,0,0,0,578,1,6774.0786
291,255648,887,2014,6,21,6,1,1,0,0,0,0,0,462,1,4693.9326
292,379128,374,2015,4,4,6,1,1,0,0,0,0,0,668,1,7832.431
293,540897,1025,2013,1,4,5,1,1,0,0,0,1,0,804,1,6003.8477
294,662220,638,2013,8,6,2,0,1,0,0,0,1,0,431,1,4582.546
295,160268,123,2015,5,9,6,1,1,0,0,0,0,0,490,1,4525.7563
296,654290,905,2015,2,19,4,0,1,0,0,0,0,1,1108,1,7796.008
297,599039,536,2013,4,5,5,1,1,0,0,0,1,0,989,1,9107.05
298,651027,763,2015,2,1,7,1,1,0,0,0,0,0,0,0,0.0
299,553569,191,2013,8,10,6,1,1,0,0,0,0,0,694,1,6397.9404
300,271750,957,2014,2,20,4,0,1,0,0,0,0,1,948,1,7918.8447
301,709864,268,2015,6,4,4,0,1,0,0,0,0,1,618,1,5298.523
302,300796,654,2013,9,7,6,1,1,0,0,0,0,0,266,1,2374.095
303,413674,612,2013,9,7,6,1,1,0,0,0,0,0,388,1,3841.0344
304,8402,747,2014,8,27,3,0,1,0,0,0,1,0,567,1,5374.533
305,310059,656,2013,5,18,6,1,1,0,0,0,0,0,380,1,3266.2036
306,319105,368,2013,4,5,5,1,1,0,0,0,1,0,592,1,6566.2183
307,689752,959,2013,9,18,3,0,1,0,0,0,0,0,552,1,4939.006
308,516276,329,2015,2,3,2,0,1,0,0,0,0,1,708,1,7382.0625
309,338342,97,2015,7,22,3,0,1,0,0,0,1,0,535,1,5399.255
310,666229,314,2013,8,13,2,0,1,0,0,0,1,1,661,1,6879.453
311,8353,463,2015,1,11,7,1,1,0,0,0,0,0,0,0,0.0
312,386012,258,2013,5,20,1,0,0,1,0,0,0,0,0,0,0.0
313,471619,283,2013,11,13,3,0,1,0,0,0,0,0,621,1,4589.647
314,612347,556,2013,4,15,1,0,1,0,0,0,0,0,754,1,4789.486
315,514445,388,2014,1,24,5,1,1,0,0,0,0,1,1211,1,11681.437
316,396179,67,2014,9,3,3,0,1,0,0,0,1,1,837,1,8821.568
317,590638,725,2015,1,16,5,1,1,0,0,0,0,1,677,1,6623.357
318,683448,219,2013,6,6,4,0,1,0,0,0,0,1,416,1,2865.6316
319,218062,1077,2015,2,10,2,0,1,0,0,0,0,0,479,1,4029.7417
320,706606,322,2013,5,23,4,0,1,0,0,0,0,0,589,1,5294.958
321,453487,814,2013,2,20,3,0,1,0,0,0,1,1,581,1,5625.4277
322,240904,134,2013,6,30,7,1,1,0,0,0,0,0,0,0,0.0
323,326681,54,2013,7,11,4,0,1,0,0,0,0,0,657,1,6261.9487
324,272937,662,2013,4,26,5,1,1,0,0,0,0,1,854,1,8241.983
325,11415,126,2015,4,19,7,1,1,0,0,0,0,0,0,0,0.0
326,436957,1001,2013,11,30,6,1,1,0,0,0,0,0,471,1,4533.85
327,171033,657,2014,2,13,4,0,1,0,0,0,0,0,598,1,5161.3384
328,632521,590,2013,3,14,4,0,1,0,0,0,0,0,319,1,3181.5984
329,179002,193,2013,12,25,3,0,0,0,0,1,1,0,0,0,0.0
330,345971,168,2013,9,21,6,1,1,0,0,0,0,0,465,1,4185.7593
331,463457,16,2013,7,22,1,0,1,0,0,0,0,0,839,1,6461.732
332,674866,244,2013,2,4,1,0,1,0,0,0,0,1,738,1,8210.768
333,479231,545,2015,2,8,7,1,1,0,0,0,0,0,0,0,0.0
334,369184,1032,2013,1,19,6,1,1,0,0,0,0,0,492,1,4698.9517
335,564608,290,2013,5,31,5,1,1,0,0,0,0,1,987,1,9584.327
336,421305,548,2013,1,24,4,0,1,0,0,0,0,1,335,1,4293.8936
337,312789,733,2014,8,4,1,0,1,0,0,0,1,1,3508,1,16597.412
338,548456,654,2013,6,6,4,0,1,0,0,0,0,1,716,1,6791.5044
339,195259,272,2013,5,4,6,1,1,0,0,0,0,0,377,1,3504.2979
340,669573,1017,2013,3,20,3,0,1,0,0,0,0,1,1176,1,10087.918
341,599293,708,2014,5,20,2,0,1,0,0,0,0,1,462,1,5131.6157
342,33900,819,2015,1,8,4,0,1,0,0,0,0,1,454,1,5416.7896
343,74619,99,2013,6,26,3,0,1,0,0,0,0,0,372,1,3657.8237
344,284898,982,2013,12,10,2,0,1,0,0,0,0,0,710,1,7251.678
345,402135,683,2015,4,3,5,1,0,0,1,0,1,1,0,0,0.0
346,447277,194,2013,10,16,3,0,1,0,0,0,0,0,373,1,4144.177
347,588164,853,2015,6,30,2,0,1,0,0,0,0,1,1201,1,13094.116
348,456931,53,2014,4,28,1,0,1,0,0,0,1,1,650,1,8651.528
